StudentID,Name,Age,Grade,Mathematics,Science,English,Hindi,Sanskrit,Social Science,PreferredSubjects,WeakSubjects,LearningStyle,Hobbies,CareerInterest
311,Student_311,14,8,68,61,41,67,88,46,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Kinesthetic,"['Reading', 'Music']",Artist
312,Student_312,15,10,72,47,77,62,75,64,"['Science', 'Hindi', 'English']","['Mathematics', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Music'],Scientist
313,Student_313,14,10,44,54,93,41,91,58,"['Hindi', 'English', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Writing'],Artist
314,Student_314,15,10,43,43,49,80,95,66,"['SocialStudies', 'English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi']",Auditory,"['Writing', 'Reading', 'Arts']",Engineer
315,Student_315,15,8,70,75,78,96,53,78,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Dance', 'Technology']",Teacher
316,Student_316,15,9,66,49,40,85,67,52,"['SocialStudies', 'Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Sports', 'Music', 'Dance']",Doctor
317,Student_317,14,10,95,98,74,63,51,41,"['Mathematics', 'SocialStudies', 'Hindi']","['Science', 'English', 'Sanskrit']",Logical,"['Dance', 'Writing', 'Sports']",Artist
318,Student_318,15,10,67,57,77,65,62,70,"['SocialStudies', 'Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi']",Visual,['Music'],Doctor
319,Student_319,14,9,40,82,45,62,89,53,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Reading']",Artist
320,Student_320,16,8,63,45,41,56,81,70,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,['Technology'],Entrepreneur
321,Student_321,16,9,62,45,76,75,40,53,"['SocialStudies', 'Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Logical,['Writing'],Entrepreneur
322,Student_322,16,8,69,100,71,62,91,70,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Sports']",Government Services
323,Student_323,16,9,46,79,92,54,74,95,"['Hindi', 'Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English']",Auditory,"['Music', 'Sports', 'Dance']",Entrepreneur
324,Student_324,14,8,80,78,48,63,72,56,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Writing']",Doctor
325,Student_325,14,8,76,90,89,55,90,83,"['Hindi', 'English', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Arts', 'Writing']",Scientist
326,Student_326,16,8,48,43,96,55,74,57,"['Mathematics', 'Science', 'SocialStudies']","['English', 'Hindi', 'Sanskrit']",Visual,"['Sports', 'Writing', 'Technology']",Engineer
327,Student_327,14,8,40,94,50,89,70,43,"['Hindi', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Sanskrit']",Logical,"['Dance', 'Reading', 'Music']",Artist
328,Student_328,16,9,76,60,58,56,60,56,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Writing', 'Arts']",Scientist
329,Student_329,15,10,99,86,88,59,81,72,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Music']",Entrepreneur
330,Student_330,15,10,99,50,70,42,82,89,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Technology'],Doctor
331,Student_331,16,8,59,75,82,50,59,85,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Arts'],Doctor
332,Student_332,16,8,80,98,60,46,85,57,"['English', 'Science', 'Mathematics']","['Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Sports', 'Technology', 'Music']",Scientist
333,Student_333,14,10,42,55,88,88,95,50,"['Mathematics', 'English', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Dance', 'Sports']",Doctor
334,Student_334,16,9,84,81,70,80,71,41,"['Sanskrit', 'Mathematics', 'Science']","['English', 'Hindi', 'SocialStudies']",Logical,"['Technology', 'Arts']",Engineer
335,Student_335,16,8,57,82,79,83,96,92,"['Mathematics', 'Hindi']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Dance', 'Sports']",Artist
336,Student_336,15,8,48,51,57,72,46,56,"['SocialStudies', 'Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit']",Visual,['Technology'],Entrepreneur
337,Student_337,14,8,43,92,91,95,63,80,"['SocialStudies', 'Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi']",Visual,"['Dance', 'Arts', 'Music']",Scientist
338,Student_338,15,9,72,74,80,85,88,68,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Dance', 'Writing']",Entrepreneur
339,Student_339,14,9,54,52,41,52,83,50,"['SocialStudies', 'English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit']",Auditory,"['Dance', 'Arts']",Doctor
340,Student_340,15,9,46,97,94,90,58,79,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Sports', 'Music']",Entrepreneur
341,Student_341,15,10,79,90,75,97,40,68,"['SocialStudies', 'Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit']",Auditory,['Writing'],Artist
342,Student_342,16,8,61,79,59,53,61,74,"['English', 'Hindi']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Music', 'Technology']",Scientist
343,Student_343,14,10,49,76,50,72,87,68,"['Mathematics', 'SocialStudies', 'Hindi']","['Science', 'English', 'Sanskrit']",Kinesthetic,['Dance'],Scientist
344,Student_344,16,10,44,55,97,69,91,97,"['Sanskrit', 'Mathematics', 'Hindi']","['Science', 'English', 'SocialStudies']",Kinesthetic,"['Technology', 'Dance', 'Sports']",Artist
345,Student_345,16,9,71,96,77,50,81,44,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Sports'],Government Services
346,Student_346,15,9,81,95,66,95,62,79,"['Hindi', 'Sanskrit']","['Mathematics', 'Science', 'English', 'SocialStudies']",Logical,"['Dance', 'Arts']",Engineer
347,Student_347,14,8,46,44,76,56,77,83,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Technology', 'Sports', 'Arts']",Scientist
348,Student_348,15,10,89,79,54,72,49,61,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Visual,"['Technology', 'Music', 'Writing']",Scientist
349,Student_349,16,10,55,43,56,83,86,86,"['Mathematics', 'Hindi', 'English']","['Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Arts', 'Reading']",Government Services
350,Student_350,16,10,77,56,70,71,79,53,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Auditory,['Reading'],Scientist
351,Student_351,14,10,94,99,40,83,75,81,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Technology', 'Reading', 'Dance']",Scientist
352,Student_352,14,10,90,48,93,78,77,96,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Kinesthetic,"['Sports', 'Writing', 'Reading']",Government Services
353,Student_353,15,9,79,65,66,97,74,90,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Reading', 'Writing']",Government Services
354,Student_354,14,9,43,50,97,69,58,77,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Reading']",Scientist
355,Student_355,14,9,54,44,79,74,82,89,"['Mathematics', 'English']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Technology', 'Dance']",Teacher
356,Student_356,16,8,58,72,87,94,86,98,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Dance', 'Arts']",Government Services
357,Student_357,15,8,68,87,74,97,86,75,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Arts', 'Sports', 'Dance']",Scientist
358,Student_358,16,9,94,64,67,73,47,53,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Reading']",Doctor
359,Student_359,16,8,55,74,82,65,58,52,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Reading'],Artist
360,Student_360,15,9,80,86,70,68,100,78,"['Hindi', 'English', 'Science']","['Mathematics', 'Sanskrit', 'SocialStudies']",Logical,['Dance'],Doctor
361,Student_361,15,9,85,96,40,55,65,74,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Arts', 'Dance']",Artist
362,Student_362,15,10,93,91,41,74,45,87,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Auditory,['Technology'],Engineer
363,Student_363,15,9,68,97,65,71,95,41,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Arts', 'Reading']",Government Services
364,Student_364,16,10,46,92,62,73,88,43,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Dance'],Engineer
365,Student_365,14,8,84,62,71,48,72,81,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,['Arts'],Doctor
366,Student_366,15,10,91,50,96,61,53,46,"['SocialStudies', 'Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English']",Visual,"['Reading', 'Technology']",Scientist
367,Student_367,15,10,67,61,100,55,41,88,"['English', 'Science', 'SocialStudies']","['Mathematics', 'Hindi', 'Sanskrit']",Logical,['Reading'],Scientist
368,Student_368,16,10,54,69,56,63,54,69,"['Mathematics', 'Sanskrit', 'English']","['Science', 'Hindi', 'SocialStudies']",Logical,['Arts'],Government Services
369,Student_369,14,10,84,89,41,99,94,76,"['Sanskrit', 'Science', 'English']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,"['Sports', 'Arts', 'Writing']",Teacher
370,Student_370,15,9,65,45,50,41,76,71,"['Sanskrit', 'Science', 'Mathematics']","['English', 'Hindi', 'SocialStudies']",Visual,['Reading'],Doctor
371,Student_371,16,8,62,72,45,40,75,77,"['Hindi', 'Sanskrit', 'Mathematics']","['Science', 'English', 'SocialStudies']",Logical,"['Music', 'Writing']",Government Services
372,Student_372,16,10,62,61,72,55,68,46,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Writing']",Entrepreneur
373,Student_373,15,8,82,77,62,75,93,54,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Technology', 'Music', 'Sports']",Entrepreneur
374,Student_374,14,9,92,55,81,55,78,70,"['Mathematics', 'English', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Visual,"['Writing', 'Dance', 'Reading']",Engineer
375,Student_375,14,10,43,73,77,66,98,57,"['Hindi', 'SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English']",Kinesthetic,"['Sports', 'Writing']",Engineer
376,Student_376,14,8,54,42,47,93,92,70,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Technology', 'Music']",Scientist
377,Student_377,15,10,46,49,88,89,51,99,"['Mathematics', 'Sanskrit', 'Science']","['English', 'Hindi', 'SocialStudies']",Visual,"['Arts', 'Technology']",Entrepreneur
378,Student_378,14,9,87,60,54,81,97,61,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Artist
379,Student_379,16,9,86,63,51,73,80,41,"['Mathematics', 'SocialStudies', 'Hindi']","['Science', 'English', 'Sanskrit']",Visual,"['Technology', 'Music']",Teacher
380,Student_380,15,10,60,63,55,98,78,67,"['Sanskrit', 'Mathematics', 'Hindi']","['Science', 'English', 'SocialStudies']",Auditory,"['Sports', 'Technology', 'Reading']",Doctor
381,Student_381,14,10,60,96,63,49,81,55,"['Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Dance', 'Music', 'Arts']",Government Services
382,Student_382,14,10,80,65,49,51,83,47,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Reading'],Artist
383,Student_383,14,10,65,57,98,70,57,86,"['Sanskrit', 'Hindi', 'Mathematics']","['Science', 'English', 'SocialStudies']",Logical,"['Music', 'Dance']",Government Services
384,Student_384,14,10,42,78,46,53,88,62,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Auditory,"['Music', 'Reading']",Entrepreneur
385,Student_385,14,9,76,42,99,57,89,91,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Writing']",Entrepreneur
386,Student_386,15,10,64,86,61,59,91,63,"['Mathematics', 'SocialStudies', 'Science']","['English', 'Hindi', 'Sanskrit']",Visual,['Music'],Teacher
387,Student_387,16,8,90,70,87,63,42,77,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Dance', 'Writing']",Entrepreneur
388,Student_388,14,9,94,60,48,56,86,78,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Reading'],Engineer
389,Student_389,14,8,74,62,87,45,89,65,"['Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Reading'],Artist
390,Student_390,15,10,93,61,42,87,54,82,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,['Technology'],Doctor
391,Student_391,15,8,49,51,80,67,65,73,"['Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Sports', 'Technology']",Teacher
392,Student_392,16,10,78,44,43,77,84,66,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Technology', 'Writing']",Engineer
393,Student_393,15,8,100,47,42,88,81,90,"['Hindi', 'Science', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Kinesthetic,"['Dance', 'Writing', 'Arts']",Doctor
394,Student_394,15,10,58,83,95,68,89,52,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Kinesthetic,"['Dance', 'Arts']",Teacher
395,Student_395,14,8,46,48,98,54,85,85,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Reading', 'Music', 'Sports']",Entrepreneur
396,Student_396,15,9,40,91,52,94,76,53,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Arts', 'Dance']",Artist
397,Student_397,15,9,74,94,40,78,86,63,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Reading', 'Technology', 'Music']",Teacher
398,Student_398,14,8,83,93,57,51,66,49,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Technology']",Doctor
399,Student_399,16,10,76,59,95,98,41,86,"['Mathematics', 'Science', 'Sanskrit']","['English', 'Hindi', 'SocialStudies']",Logical,"['Writing', 'Sports']",Entrepreneur
400,Student_400,15,8,56,68,79,53,81,90,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Visual,"['Writing', 'Technology']",Scientist
401,Student_401,16,8,59,50,73,75,46,72,"['SocialStudies', 'Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Arts', 'Sports']",Engineer
402,Student_402,16,8,42,85,43,92,47,59,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Technology', 'Writing']",Doctor
403,Student_403,16,9,80,97,71,64,94,94,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Writing', 'Sports', 'Reading']",Doctor
404,Student_404,14,10,71,87,80,53,61,99,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Sports']",Artist
405,Student_405,16,8,91,93,74,93,94,96,"['English', 'Mathematics', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Logical,"['Arts', 'Sports']",Entrepreneur
406,Student_406,14,9,45,91,55,100,87,91,"['Sanskrit', 'SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi']",Logical,['Music'],Artist
407,Student_407,16,9,86,77,50,93,49,71,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Writing', 'Music']",Government Services
408,Student_408,14,10,65,90,86,59,63,80,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Arts', 'Sports']",Entrepreneur
409,Student_409,14,8,93,62,64,93,95,53,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Logical,['Music'],Entrepreneur
410,Student_410,15,8,98,67,73,85,98,87,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,['Technology'],Artist
411,Student_411,15,8,87,83,48,56,64,90,"['SocialStudies', 'Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi']",Auditory,"['Reading', 'Writing', 'Dance']",Entrepreneur
412,Student_412,16,8,48,88,88,73,87,43,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,"['Sports', 'Dance']",Doctor
413,Student_413,14,8,97,75,60,54,62,100,"['English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Kinesthetic,"['Writing', 'Dance']",Teacher
414,Student_414,15,8,41,89,40,48,76,41,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Reading']",Doctor
415,Student_415,14,10,42,94,48,43,48,51,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Reading'],Entrepreneur
416,Student_416,16,10,100,79,57,43,61,49,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Writing', 'Sports']",Entrepreneur
417,Student_417,14,10,64,52,98,73,41,98,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,['Music'],Entrepreneur
418,Student_418,16,8,91,48,91,58,68,43,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,['Arts'],Doctor
419,Student_419,16,10,66,47,63,55,86,74,"['Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Logical,['Music'],Artist
420,Student_420,16,10,55,76,87,95,58,77,"['SocialStudies', 'English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit']",Logical,"['Dance', 'Reading', 'Technology']",Teacher
421,Student_421,16,9,61,62,42,90,73,93,"['Hindi', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Sanskrit']",Kinesthetic,"['Technology', 'Dance']",Doctor
422,Student_422,16,10,49,45,57,67,86,64,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Dance', 'Music']",Scientist
423,Student_423,14,9,43,97,88,51,46,60,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Music'],Scientist
424,Student_424,16,10,82,42,51,69,80,44,"['English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Reading']",Doctor
425,Student_425,15,9,81,41,93,91,84,44,"['Sanskrit', 'English', 'Hindi']","['Mathematics', 'Science', 'SocialStudies']",Logical,"['Technology', 'Dance']",Government Services
426,Student_426,15,8,64,64,97,89,42,94,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Technology']",Scientist
427,Student_427,15,10,90,43,63,60,96,69,"['Mathematics', 'English']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Sports'],Entrepreneur
428,Student_428,14,9,41,68,56,83,72,62,"['English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,"['Music', 'Dance', 'Technology']",Doctor
429,Student_429,16,8,79,72,93,59,52,81,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Technology']",Government Services
430,Student_430,15,9,46,44,79,57,78,49,"['Hindi', 'Science', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Logical,"['Dance', 'Technology', 'Sports']",Entrepreneur
431,Student_431,15,10,61,60,54,57,79,73,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Scientist
432,Student_432,14,10,74,83,72,60,75,85,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Dance'],Scientist
433,Student_433,15,8,75,69,59,89,81,50,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Teacher
434,Student_434,14,8,68,98,58,73,94,96,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Arts']",Scientist
435,Student_435,14,10,91,53,43,89,71,100,"['Science', 'Hindi', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Visual,"['Music', 'Writing']",Artist
436,Student_436,14,8,67,76,50,54,77,78,"['SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,['Sports'],Government Services
437,Student_437,15,10,73,75,97,90,76,82,"['SocialStudies', 'Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi']",Kinesthetic,"['Music', 'Technology', 'Sports']",Entrepreneur
438,Student_438,14,10,53,57,60,60,97,67,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Sports', 'Reading', 'Technology']",Artist
439,Student_439,15,9,66,87,57,57,43,49,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Visual,"['Writing', 'Dance', 'Arts']",Doctor
440,Student_440,15,8,61,83,93,95,68,40,"['English', 'Science', 'Hindi']","['Mathematics', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Arts']",Teacher
441,Student_441,15,9,89,69,88,42,91,95,"['Hindi', 'Sanskrit']","['Mathematics', 'Science', 'English', 'SocialStudies']",Visual,"['Arts', 'Technology']",Engineer
442,Student_442,14,10,76,68,92,40,86,99,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Arts', 'Writing']",Scientist
443,Student_443,15,8,61,85,98,76,73,49,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Writing'],Entrepreneur
444,Student_444,14,9,98,79,51,43,64,56,"['English', 'Mathematics', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Kinesthetic,['Reading'],Entrepreneur
445,Student_445,15,9,75,81,94,68,79,64,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Dance', 'Music', 'Reading']",Entrepreneur
446,Student_446,14,8,53,70,88,56,67,49,"['Hindi', 'Sanskrit', 'English']","['Mathematics', 'Science', 'SocialStudies']",Logical,"['Music', 'Arts']",Government Services
447,Student_447,14,10,81,88,96,87,47,89,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Government Services
448,Student_448,14,10,60,97,40,92,94,42,"['Hindi', 'Science', 'Mathematics']","['English', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Reading', 'Sports']",Entrepreneur
449,Student_449,15,10,56,98,62,96,100,50,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Government Services
450,Student_450,14,9,70,93,88,85,71,89,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Visual,"['Arts', 'Writing', 'Music']",Teacher
451,Student_451,14,8,61,98,68,80,84,63,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Dance', 'Reading', 'Technology']",Government Services
452,Student_452,15,10,88,41,73,48,45,94,"['Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Sports']",Artist
453,Student_453,16,10,53,84,91,55,84,77,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,"['Reading', 'Dance', 'Music']",Engineer
454,Student_454,15,8,51,96,98,47,74,48,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Reading'],Teacher
455,Student_455,14,9,51,100,45,52,62,73,"['Sanskrit', 'SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi']",Auditory,"['Writing', 'Sports']",Scientist
456,Student_456,14,10,46,96,65,99,88,61,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Scientist
457,Student_457,16,9,58,59,87,72,69,78,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Arts']",Doctor
458,Student_458,16,10,70,43,52,53,97,99,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Music', 'Arts']",Teacher
459,Student_459,14,8,49,57,77,67,68,67,"['Sanskrit', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Hindi']",Auditory,"['Arts', 'Music']",Engineer
460,Student_460,15,9,72,96,57,70,84,99,"['SocialStudies', 'English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi']",Logical,"['Technology', 'Writing', 'Arts']",Government Services
461,Student_461,16,9,74,67,79,83,52,52,"['Mathematics', 'English', 'Hindi']","['Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Music', 'Arts']",Scientist
462,Student_462,14,8,76,95,96,73,98,51,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Dance', 'Reading']",Scientist
463,Student_463,14,8,63,93,86,56,77,72,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Reading'],Entrepreneur
464,Student_464,16,10,40,52,81,53,58,100,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Reading'],Teacher
465,Student_465,14,9,48,53,81,62,96,59,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Writing'],Entrepreneur
